623,56,0,surprise,positive,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",ビクトリアシークレットのモデルだ 何とかグッドエーカー,1,7,Chandler,"00:02:19,473","00:02:23,060","00:02:17,617","00:02:22,974"
624,56,1,neutral,neutral,"Hi Mom, it's Jill.",ジルだけど,1,7,Jill,"00:02:23,310","00:02:24,645","00:02:23,203","00:02:24,643"
625,56,2,surprise,positive,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",大正解提供者ジルグッドエーカーだ スーパーモデルとATMコーナーに閉じ込められたぞ,1,7,Chandler,"00:02:24,895","00:02:33,528","00:02:24,749","00:02:33,566"
626,56,3,neutral,neutral,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",銀行から出られないのATMのコーナーよ,1,7,Jill,"00:02:42,996","00:02:46,875","00:02:42,975","00:02:46,914"
627,56,4,neutral,neutral,Jill says vestibule... I'm going with vestibule.,コーナーって言ったぞ コーナーで決まりだ,1,7,Chandler,"00:02:47,125","00:02:51,505","00:02:47,229","00:02:50,876"
628,56,5,neutral,neutral,"I'm fine. No, I'm not alone... I don't know, some guy.",大丈夫よ 1人じゃないわ見知らぬ男性よ,1,7,Jill,"00:02:52,381","00:02:57,719","00:02:52,274","00:02:57,759"
629,56,6,joy,positive,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",本站 いい響きだ ゆうべ男性に出会ったわ あの男性ステキね,1,7,Chandler,"00:02:57,969","00:03:08,105","00:02:57,863","00:03:08,059"
631,57,1,neutral,neutral,Are you seeing anybody right now?,,4,10,Chandler,"00:05:18,667","00:05:20,827",,
632,57,2,fear,negative,"Og-ee-op, I’m not asking for me, I’m… I mean… No, I’m-I’m not gay, I’m not asking you out.",,4,10,Chandler,"00:05:21,362","00:05:28,869",,
633,57,3,fear,negative,I’m not-I’m not-I’m not gay!,,4,10,Chandler,"00:05:27,201","00:05:33,040",,
634,58,0,neutral,neutral,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,顧客販売って金持ちの買い物の相談にのるの?,4,13,Phoebe,"00:02:32,861","00:02:38,408","00:02:32,507","00:02:38,447"
636,58,2,surprise,positive,That sounds great!,,4,13,Phoebe,"00:02:40,215","00:02:41,870",,
637,58,3,neutral,neutral,Hey!,,4,13,Joey,"00:02:43,121","00:02:44,539",,
638,58,4,anger,negative,"Umm, excuse me, we switched apartments. You can’t eat are food anymore, that-that gravy train had ended.",部屋を交換したのに食料まであさる気?,4,13,Monica,"00:02:45,248","00:02:51,046","00:02:45,978","00:02:51,084"
639,58,5,surprise,positive,There’s gravy?,アサリ?,4,13,Joey,"00:02:51,630","00:02:52,923","00:02:51,523","00:02:52,505"
640,58,6,neutral,neutral,If you have the big apartment you have to deal with people coming over all the time.,人が集まるのはあっちの部屋よ,4,13,Monica,"00:02:54,299","00:02:57,469","00:02:54,194","00:02:57,467"
641,58,7,neutral,neutral,"That fridge has got to be stocked, okay, that’s your department now.",食べ物を用意しといて,4,13,Monica,"00:02:57,636","00:03:00,722","00:02:57,530","00:03:00,762"
643,58,9,neutral,neutral,I think I left a donut up here.,ドーナツがあるはず,4,13,Joey,"00:03:05,753","00:03:08,063","00:03:05,621","00:03:07,519"
644,59,0,neutral,neutral,"So, in conclusion, the lines all go up , so I’m happy.",ラインは右肩上がり つまりハッピー,3,24,Doug,"00:20:58,549","00:21:03,554","00:20:58,486","00:21:03,134"
645,59,1,joy,positive,Great job team!,,3,24,Doug,"00:21:04,430","00:21:04,970",,
646,59,2,neutral,neutral,Tomorrow at 8:30.,よくやった また明日,3,24,Doug,"00:21:04,460","00:21:06,766","00:21:04,324","00:21:06,388"
647,59,3,joy,positive,Phil!,フィルでかした,3,24,Doug,"00:21:07,349","00:21:07,789","00:21:07,285","00:21:08,849"
648,59,4,joy,positive,Nice job.,,3,24,Doug,"00:21:08,569","00:21:09,779",,
649,59,5,joy,positive,Stevens!,,3,24,Doug,"00:21:09,269","00:21:09,959",,
650,59,6,joy,positive,Way to go!,スティーブンスご苦労,3,24,Doug,"00:21:08,699","00:21:10,436","00:21:08,996","00:21:10,517"
652,59,8,joy,positive,I love ya!,,3,24,Doug,"00:21:13,105","00:21:14,690",,
653,59,9,joy,positive,Bing!,ビング お前のおかげだ どうも,3,24,Doug,"00:21:17,109","00:21:20,696","00:21:17,087","00:21:20,695"
656,61,0,neutral,neutral,"Oh, excuse me. I forgot my briefcase y'know, by accident.",じゃ決めて カバンを忘れました ついうっかり,3,24,Stevens,"00:21:20,988","00:21:26,202","00:21:20,965","00:21:26,366"
657,61,1,joy,positive,"Of course, you did.",なるほど,3,24,Doug,"00:21:26,494","00:21:27,254","00:21:26,470","00:21:27,243"
658,61,2,joy,positive,Forgot something else too ya bastard!,これもおまけだ!,3,24,Doug,"00:21:26,754","00:21:28,662","00:21:27,305","00:21:28,995"
659,61,3,neutral,neutral,"Well, what about you?",忘れ物は?,3,24,Doug,"00:21:32,750","00:21:34,794","00:21:32,643","00:21:34,667"
660,61,4,neutral,neutral,You’re not feeling left out or anything are ya?,何かあるだろ?,3,24,Doug,"00:21:35,044","00:21:38,714","00:21:34,896","00:21:36,711"
661,61,5,sadness,negative,"No. No, not at all, that’s-that’s ridiculous.",いいえあるわけありません,3,24,Chandler,"00:21:38,881","00:21:41,467","00:21:37,608","00:21:41,464"
662,61,6,joy,positive,"Everybody else got one, and you want one too. Don’t you?",皆がうらやましいだろ?,3,24,Doug,"00:21:41,675","00:21:44,887","00:21:41,528","00:21:44,843"
663,61,7,sadness,negative,"Ye-ye-yeah, yes I do!",そのとおり,3,24,Chandler,"00:21:48,224","00:21:49,558","00:21:46,949","00:21:48,848"
664,61,8,joy,positive,"Now get on out of here, you!",くれてやる!,3,24,Doug,"00:21:49,850","00:21:51,977","00:21:49,660","00:21:51,267"
665,62,0,neutral,neutral,Hey Bob.,ポボブ トビーお疲れ,8,5,Chandler,"00:02:34,363","00:02:37,699","00:02:34,214","00:02:36,822"
666,62,1,joy,positive,Hey! How’s my pal Toby doing today?,美容院に行っつたの トビー元気か?,8,5,Bob,"00:07:23,485","00:07:26,738","00:07:23,336","00:07:26,737"
667,62,2,neutral,neutral,"If I see him, I’ll ask.",会ったら聞いとく,8,5,Chandler,"00:07:26,905","00:07:29,366","00:07:26,840","00:07:28,238"
668,62,3,joy,positive,Toby!,,8,5,Bob,"00:07:29,532","00:07:32,035",,
670,62,5,joy,positive,Yeah!,,8,5,Chandler,"00:07:36,665","00:07:37,495",,
671,62,6,neutral,neutral,Oh then you know each other.,知り合いか?,8,5,Mr. Franklin,"00:07:36,985","00:07:38,500","00:07:37,434","00:07:38,498"
672,62,7,neutral,neutral,We’re on a semi-first name basis.,名前程度ですが,8,5,Chandler,"00:07:38,667","00:07:41,127","00:07:38,602","00:07:40,667"
673,62,8,neutral,neutral,What do you think of adding him to our team?,うちの部署にどうだ?,8,5,Mr. Franklin,"00:07:41,711","00:07:43,838","00:07:41,522","00:07:43,795"
674,62,9,surprise,negative,"Bob? Ooh, working here with us? Everyday? Yeah, I don’t know if he has what it takes.",毎日働くわけですか? 彼には重荷でしょう,8,5,Chandler,"00:07:44,005","00:07:51,763","00:07:44,026","00:07:51,594"
675,62,10,surprise,negative,Really? They love him down on six.,6階では評判だ ここは11階です,8,5,Mr. Franklin,"00:07:51,930","00:07:55,809","00:07:51,949","00:07:55,349"
676,62,11,neutral,neutral,But this is eleven. It’s almost twice as hard up here.,つまり2倍大変 じゃ異動はなしにしよう ご賢明です,8,5,Chandler,"00:07:56,601","00:08:04,025","00:07:56,537","00:08:04,024"
677,63,0,joy,positive,Hey! Guess what I got for your wedding!,結婚式用だよ,7,20,Ross,"00:09:56,137","00:09:57,847","00:09:56,156","00:09:57,846"
678,63,1,neutral,neutral,A freakish thin date with a hanger for her head?,同伴者はハンガー?,7,20,Chandler,"00:09:58,014","00:10:00,558","00:09:58,033","00:10:00,640"
679,63,2,joy,positive,"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",ただのタキシードじゃない バットマンのだ,7,20,Ross,"00:10:01,851","00:10:07,774","00:10:01,914","00:10:07,731"
680,63,3,surprise,negative,What?,,7,20,Chandler,"00:10:08,441","00:10:08,771",,
681,63,4,joy,positive,That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.,ヴァルキルマーが着たんだよ バットマンの 彼が出たバージョン,7,20,Ross,"00:10:09,841","00:10:17,700","00:10:09,172","00:10:17,198"
682,63,5,anger,negative,You can’t wear that! I’m wearing the famous tux! James Bond’s tux!,着るのは許さない 俺のはボンドだ,7,20,Chandler,"00:10:18,368","00:10:20,662","00:10:18,513","00:10:21,785"
683,63,6,neutral,neutral,So?,だから?,7,20,Ross,"00:10:20,829","00:10:22,497","00:10:21,890","00:10:22,579"
684,63,7,sadness,negative,So—If you wear that you’ll make mine less special.,着たら俺のがあせる 君に小道具はいらない,7,20,Chandler,"00:10:22,664","00:10:26,417","00:10:22,683","00:10:29,043"
685,64,0,anger,negative,"Sorry, I just don’t like the idea of when I say ""I do,"" he’s thinking, ""Yeah, I’d do her too!""",式であいつが言うかもよ俺と結合して,7,16,Chandler,"00:02:15,302","00:02:20,182","00:02:15,198","00:02:20,219"
686,64,1,neutral,neutral,Well then we still have a problem.,,7,16,Monica,"00:02:22,351","00:02:23,231",,
688,64,3,neutral,neutral,With what?,何が?,7,16,Phoebe,"00:02:23,361","00:02:25,354","00:02:24,329","00:02:25,311"
689,64,4,neutral,neutral,"Well, we’re trying to find someone to perform our wedding and they’re all either boring or annoying or y’know, can’t stop staring at the ladies.",式の司祭の候補がツバ男か胸を見る男なの,7,16,Monica,"00:02:25,562","00:02:32,361","00:02:25,667","00:02:32,190"
690,64,5,joy,positive,Oo! You should have one of us do it!,じゃ司祭役やらせて,7,16,Phoebe,"00:02:35,864","00:02:37,783","00:02:35,758","00:02:37,781"
691,64,6,neutral,neutral,"Phoebe, we’re getting",本物の結婚式よ」 ごっこじゃない,7,16,Monica,"00:02:37,991","00:02:41,119","00:02:38,220","00:02:41,158"
692,64,7,joy,positive,No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,本気よ ネットで司祭の資格が取れるの,7,16,Phoebe,"00:02:41,995","00:02:47,834","00:02:42,099","00:02:47,915"
695,64,8,joy,positive,I call it!!,俺がやる,7,16,Joey,"00:02:48,085","00:02:49,586","00:02:48,020","00:02:49,126"
696,64,9,anger,negative,What?! No! It was my idea!,私のアイデアよ,7,16,Phoebe,"00:02:50,629","00:02:52,631","00:02:50,940","00:02:52,671"
697,64,10,neutral,neutral,Guys thank you very much but neither of you is marrying us.,ありがたいが君らには頼まない,7,16,Chandler,"00:02:52,798","00:02:56,134","00:02:52,818","00:02:56,173"
698,64,11,anger,negative,Does calling it not mean anything anymore?!,早い者勝ちだろ,7,16,Joey,"00:02:56,301","00:02:58,470","00:02:56,362","00:02:58,635"
699,64,12,neutral,neutral,"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",ちゃんとした聖職者に頼みたい つまりゲイでツバを制御できるやつだ,7,16,Chandler,"00:03:02,349","00:03:07,813","00:02:59,867","00:03:07,392"
702,65,2,neutral,neutral,I do.,分かる? 分かる,1,7,Ross,"00:08:17,664","00:08:19,040","00:08:17,516","00:08:19,164"
703,65,3,joy,positive,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",ロスって最高ね それは起こらない,1,7,Rachel,"00:08:19,791","00:08:34,556","00:08:19,810","00:08:33,970"
706,66,1,neutral,neutral,"That was supposed to be a good thing, I forget why.",ひと言多かったわ,3,6,Phoebe,"00:14:22,612","00:14:25,948","00:14:22,631","00:14:25,321"
707,66,2,neutral,neutral,"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",だって知ってた? クッションにインクつけて私は不眠症になったのよ,3,6,Phoebe,"00:14:28,117","00:14:35,625","00:14:28,011","00:14:35,621"
708,66,3,neutral,neutral,"Well, you-you coulda just turned the cushion over.",裏返せばいい,3,6,Monica,"00:14:36,167","00:14:38,461","00:14:36,228","00:14:38,460"
709,66,4,neutral,neutral,"Yeah, I would’ve except I had a big spaghetti stain on the other side.",裏にはスパゲティーの染みが,3,6,Phoebe,"00:14:38,669","00:14:41,672","00:14:38,565","00:14:41,753"
710,66,5,surprise,negative,What?!?!,,3,6,Monica,"00:14:41,964","00:14:42,965",,
711,66,6,neutral,neutral,"Okay, this is what I’m talking about, this. I-I need to live in a land where people can spill.",私は何かをこぼしてもいい場所で生きたい,3,6,Phoebe,"00:14:43,257","00:14:48,763","00:14:43,071","00:14:47,966"
712,66,7,neutral,neutral,You can spill. In the sink.,こぼしていいわ シンクになら,3,6,Monica,"00:14:50,056","00:14:53,643","00:14:50,075","00:14:53,475"
713,66,8,sadness,negative,"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",それがモニカだしあなたのことは大好きよ 友達でいたいけどここには住めない,3,6,Phoebe,"00:14:58,940","00:15:04,821","00:14:54,414","00:15:04,818"
715,66,10,joy,positive,"Aww, good.  What?",何?,3,6,Phoebe,"00:15:08,698","00:15:13,704","00:15:12,555","00:15:13,287"
717,66,12,neutral,neutral,"No you’re not, you’re wondering which cushion it is.",クッションを見てた,3,6,Phoebe,"00:15:17,792","00:15:20,461","00:15:17,769","00:15:19,751"
718,67,0,surprise,positive,Oh my God! Are you serious?!,ホントにいいの?,6,3,Rachel,"00:08:11,116","00:08:12,416","00:08:11,218","00:08:12,574"
719,67,1,neutral,neutral,Uh-huh.,,6,3,Ross,"00:08:11,916","00:08:13,660",,
721,67,3,neutral,neutral,"Well, I’m-I’m just glad I could, y’know, help you out.",僕もだ役に立つから,6,3,Ross,"00:08:18,581","00:08:20,959","00:08:18,434","00:08:20,999"
723,67,5,joy,positive,"Ross-Ross, you have no idea what this means to me!",切羽詰まってたの,6,3,Rachel,"00:08:30,260","00:08:32,595","00:08:29,655","00:08:32,285"
724,67,6,sadness,negative,"I mean, I mean I was gonna be homeless.",危うくホームレスよ,6,3,Rachel,"00:08:32,762","00:08:34,052","00:08:31,785","00:08:34,469"
725,67,7,joy,positive,You just saved me!,,6,3,Rachel,"00:08:34,182","00:08:35,802",,
726,67,8,joy,positive,You’re my hero!,あなたは恩人ヒーローよ,6,3,Rachel,"00:08:34,182","00:08:37,058","00:08:34,575","00:08:37,098"
727,67,9,neutral,neutral,"Hero, I uh, I don’t know—well, all right.",ヒーローだなんて 言えてる,6,3,Ross,"00:08:38,476","00:08:41,021","00:08:38,287","00:08:40,769"
728,67,10,joy,positive,"Oh, I have to go tell Monica what a wonderful brother she has!",モニカに報告よ最高の兄貴ねって,6,3,Rachel,"00:08:41,938","00:08:45,734","00:08:41,917","00:08:46,022"
729,67,11,joy,positive,"Oh please!   You’re gonna say things now, aren’t ya?",言いたいことは?,6,3,Ross,"00:08:55,702","00:08:58,496","00:08:55,637","00:08:57,494"
730,67,12,neutral,neutral,No.,,6,3,Phoebe,"00:08:59,372","00:08:59,702",,
731,67,13,neutral,neutral,"No, I won’t.",ないわ,6,3,Phoebe,"00:08:59,372","00:09:01,499","00:08:59,474","00:09:00,748"
732,67,14,neutral,neutral,"But I should tell you this, this exact same thing happened to my roommate Denise.",でもひと言だけ デニースも同じ経験したわ,6,3,Phoebe,"00:09:01,666","00:09:06,588","00:09:01,727","00:09:06,586"
733,67,15,anger,negative,"She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up!",同居人の男が密かにホレて知らぬ間に夫婦にされたの,6,3,Phoebe,"00:09:06,755","00:09:12,969","00:09:06,818","00:09:12,882"
744,68,0,anger,negative,"...Dammit, hire the girl!  Okay, everybody ready?",あの役は彼女だ 用意いいな?,1,6,Director,"00:13:34,731","00:13:39,319","00:13:33,999","00:13:39,150"
746,68,2,neutral,neutral,Lose the robe.,型破りだから,1,6,Director,"00:13:44,991","00:13:46,034","00:13:45,009","00:13:46,033"
747,68,3,surprise,negative,Me?,,1,6,Joey,"00:13:47,118","00:13:48,161",,
749,69,1,neutral,neutral,"Well, I'm gonna get another espresso. Can I get you another latte?",お代わりするけど君は?,1,5,Chandler,"00:10:04,270","00:10:06,940","00:10:04,373","00:10:06,979"
750,69,2,neutral,neutral,"No, no, I'm still working on mine.",まだあるもん,1,5,Janice,"00:10:10,068","00:10:13,154","00:10:10,170","00:10:12,569"
751,69,3,surprise,negative,That's it?,もう別れたの?,1,5,Chandler,"00:10:17,784","00:10:18,827","00:10:18,011","00:10:18,950"
753,69,5,neutral,neutral,"Oh, yeah, that hug looked pretty brutal.",抱くなんて残酷だ,1,5,Chandler,"00:10:20,954","00:10:22,872","00:10:21,014","00:10:22,954"
754,69,6,anger,negative,"Ok, you weren't there.",うるさいね,1,5,Phoebe,"00:10:23,540","00:10:24,833","00:10:23,517","00:10:24,915"
755,70,0,joy,positive,"Wow! That’s ah, that’s pretty nice!",結構いいね,4,2,Tony,"00:10:11,611","00:10:14,405","00:10:12,172","00:10:14,154"
756,70,1,neutral,neutral,Pretty nice?,結構?,4,2,Joey,"00:10:14,572","00:10:16,491","00:10:14,507","00:10:15,864"
757,70,2,neutral,neutral,"You’ll have to pardon my roommate, he wanted to marry this.",彼は棚と恋愛中だ,4,2,Chandler,"00:10:16,908","00:10:19,619","00:10:16,927","00:10:19,576"
758,70,3,neutral,neutral,"We don’t have 50 bucks, but would you be willing to trade for it? We’ve got a canoe.",金がないから物と交換を,4,2,Tony,"00:10:20,703","00:10:22,943","00:10:20,681","00:10:23,913"
759,70,4,neutral,neutral,"Y'know, I, I really don’t think we need a canoe.",カヌーは必要ない,4,2,Chandler,"00:10:27,432","00:10:35,718","00:10:33,485","00:10:35,717"
760,70,5,anger,negative,You gotta take the canoe!,もらってくれ,4,2,Tony,"00:10:35,885","00:10:37,262","00:10:35,821","00:10:37,302"
761,70,6,neutral,neutral,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",とにかく棚を持ってけ,4,2,Chandler,"00:10:39,389","00:10:43,309","00:10:39,492","00:10:42,557"
762,70,7,anger,negative,We’re not throwing it away! I built that canoe!,捨てさせない俺の作品だ,4,2,Peter,"00:10:46,521","00:10:49,566","00:10:46,415","00:10:49,397"
763,70,8,anger,negative,Good for you!!,頑張れ,4,2,Joey,"00:10:50,817","00:10:52,402","00:10:50,835","00:10:52,025"
764,71,0,neutral,neutral,Pheebs?,,1,4,Rachel,"00:15:12,036","00:15:12,120",,
765,71,1,neutral,neutral,Yeah?,,1,4,Phoebe,"00:15:12,120","00:15:13,767",,
766,72,0,neutral,neutral,"Okay. Then I guess it’s just, wait here then.   Hi. I need one fake ticket to Yemen.",ならここで待って,4,15,Chandler,"00:14:30,286","00:14:33,706","00:14:30,222","00:14:33,288"
767,72,1,surprise,negative,One ticket to Yemen?,イエメン行きの偽チケットを,4,15,Ticket Counter Attendant,"00:14:36,084","00:14:39,087","00:14:36,062","00:14:38,792"
768,72,2,neutral,neutral,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",いや偽物でいいんだよ,4,15,Chandler,"00:14:42,924","00:14:45,468","00:14:41,483","00:14:45,216"
769,72,3,surprise,negative,"I’m sorry sir, I don’t understand.",分かりかねます,4,15,Ticket Counter Attendant,"00:14:45,635","00:14:47,678","00:14:45,821","00:14:47,719"
770,72,4,neutral,neutral,What would you give to a kid if he wanted a ticket to play with?,子供向けの偽物を,4,15,Chandler,"00:14:47,845","00:14:50,848","00:14:48,448","00:14:50,889"
771,72,5,neutral,neutral,Are you travelling with a child?,お子様と2枚?,4,15,Ticket Counter Attendant,"00:14:51,015","00:14:53,518","00:14:50,951","00:14:52,682"
773,72,7,neutral,neutral,"All right, y’know what, she’s  gonna think that I’m handing you a credit card, but what I’m really gonna do is hand you a library card.",じゃカードを渡すふりをする 実際には図書カードだ,4,15,Chandler,"00:14:57,688","00:15:04,737","00:14:57,668","00:15:04,608"
776,73,0,neutral,neutral,"Okay, but this is the last time.",これで最後だぞ,3,21,Chandler,"00:08:04,526","00:08:06,569","00:08:04,336","00:08:06,610"
777,73,1,joy,positive,"With a chick-chick here, and a chick-chick there.",,3,21,Chandler,"00:08:07,904","00:08:10,156",,
778,73,2,joy,positive,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",,3,21,Chandler,"00:08:10,323","00:08:13,076",,
779,73,3,neutral,neutral,Hey.,,3,21,Joey,"00:08:16,871","00:08:17,381",,
780,73,4,neutral,neutral,Hey.,,3,21,Chandler,"00:08:16,881","00:08:18,248",,
781,73,5,neutral,neutral,How’s she doing?,お嬢は?,3,21,Joey,"00:08:18,415","00:08:19,355","00:08:18,517","00:08:19,581"
782,73,6,surprise,positive,She?,,3,21,Chandler,"00:08:18,845","00:08:20,291",,
783,73,7,neutral,neutral,"Well yeah, don’t-don’t you think it’s a she?",お嬢? 女の子だろ?,3,21,Joey,"00:08:20,458","00:08:23,920","00:08:20,435","00:08:23,961"
784,73,8,neutral,neutral,"I don’t know.  I can’t tell, what ever it was went back in too quickly.",さあね 一瞬何か見えたけど,3,21,Chandler,"00:08:24,796","00:08:38,893","00:08:24,606","00:08:38,892"
785,73,9,neutral,neutral,"Well, anyway, I got to go change, I’m ah, meeting some of the cast for drinks.",これから役者の飲み会だ,3,21,Joey,"00:08:40,478","00:08:43,440","00:08:40,289","00:08:43,521"
787,73,11,neutral,neutral,What?,,3,21,Joey,"00:08:45,066","00:08:46,568",,
788,74,0,joy,positive,"Okay, good, so there you go. Go with Vince.",ビンスに決まりだ,3,23,Joey,"00:07:09,763","00:07:12,515","00:07:09,782","00:07:12,472"
789,74,1,neutral,neutral,"Yeah, but Jason's really sensitive.",ジェイソンは繊細よ,3,23,Phoebe,"00:07:12,682","00:07:14,517","00:07:12,618","00:07:14,516"
790,74,2,neutral,neutral,"Well sensitive is important, pick him.",,3,23,Chandler,"00:07:14,684","00:07:15,604",,
791,74,3,neutral,neutral,Yeah.,体より心が大事だ,3,23,Phoebe,"00:07:15,104","00:07:18,021","00:07:14,662","00:07:16,685"
792,74,4,disgust,negative,"Oh sure, go with the sissy.",女々しいほうでいけ,3,23,Joey,"00:07:18,188","00:07:20,982","00:07:18,165","00:07:20,272"
793,74,5,anger,negative,Jason is not a sissy!,女々しくは,3,23,Phoebe,"00:07:22,275","00:07:24,319","00:07:22,336","00:07:23,984"
794,74,6,anger,negative,"Oh no-no-no-no, I meant Chandler.",チャンドラーのことだ,3,23,Joey,"00:07:24,486","00:07:26,696","00:07:24,463","00:07:26,403"
795,75,0,neutral,neutral,Hi.,余計なお世話,1,1,Ross,"00:19:27,708","00:19:28,959","00:19:27,686","00:19:28,791"
796,76,0,neutral,neutral,"So uh, apparently people are familiar with the Europe story?",ヨーロッパ話は有名なようね,8,4,Rachel,"00:19:30,419","00:19:34,090","00:19:30,439","00:19:33,587"
797,76,1,neutral,neutral,Yeah.,,8,4,Ross,"00:19:34,256","00:19:34,616",,
798,76,2,neutral,neutral,"Listen about that, the whole uh, who came on to who thing really doesn’t matter.",どっちが先かなんて別に問題じゃない,8,4,Ross,"00:19:34,256","00:19:40,221","00:19:34,777","00:19:40,343"
799,76,3,neutral,neutral,"I mean, I think it would’ve happened either way.",自然にああなった,8,4,Ross,"00:19:40,388","00:19:43,349","00:19:40,448","00:19:42,888"
800,76,4,neutral,neutral,I mean if you hadn’t initiated it I-I-I know I would’ve.,君が誘わなくても僕から誘ったさ,8,4,Ross,"00:19:43,516","00:19:47,395","00:19:43,661","00:19:47,225"
801,76,5,joy,positive,It was an amazing night.,ステキな夜だった,8,4,Rachel,"00:19:49,397","00:19:51,707","00:19:49,582","00:19:50,938"
802,76,6,joy,positive,It was. It was an amazing night.,まったく同感だ,8,4,Ross,"00:19:51,207","00:19:53,567","00:19:51,042","00:19:53,274"
803,76,7,sadness,negative,You think it looked amazing?,見てもステキ?,8,4,Rachel,"00:19:56,153","00:19:59,281","00:19:56,131","00:19:57,653"
804,77,0,neutral,neutral,Do we have a name yet?,名前は?,8,24,Dr. Long,"00:09:57,847","00:09:59,257","00:09:57,699","00:09:59,098"
805,77,1,neutral,neutral,"No, not yet.",まだです,8,24,Rachel,"00:09:59,117","00:10:00,642","00:09:59,826","00:10:00,891"
806,77,2,neutral,neutral,"That’s fine, for now we’ll just call her Baby Girl Green.",当分はグリーンちゃんと呼ぶわね」,8,24,Dr. Long,"00:10:00,809","00:10:04,562","00:10:00,996","00:10:04,559"
807,77,3,neutral,neutral,"Oh no, Baby Girl Geller-Green.",,8,24,Rachel,"00:10:04,729","00:10:05,809",,
808,77,4,joy,positive,Hello baby girl.,ゲラーグリーンにして,8,24,Rachel,"00:10:05,309","00:10:07,941","00:10:04,707","00:10:06,813"
809,78,0,joy,positive,"Ah-ha, nowhere to run!",今度は逃がさん,6,17,Ross,"00:21:08,851","00:21:11,812","00:21:08,912","00:21:11,185"
810,78,1,anger,negative,I don’t like sitting up here! I’m just gonna over,この席はイヤあっちへ,6,17,Rachel,"00:21:13,606","00:21:16,317","00:21:13,625","00:21:16,607"
811,78,2,anger,negative,No Rachel! They got here first!,彼らが先客よ,6,17,Phoebe,"00:21:16,484","00:21:18,152","00:21:16,711","00:21:18,192"
812,78,3,neutral,neutral,Why is Ross doing that?,ロスったら何を?,6,17,Phoebe,"00:21:27,453","00:21:29,193","00:21:27,472","00:21:29,412"
813,78,4,fear,negative,DANGER,,6,17,Ross,"00:21:28,693","00:21:29,705",,
814,78,5,surprise,negative,Oh my God! Why is he jumping on those women!,女の人を襲ってる,6,17,Rachel,"00:21:29,872","00:21:34,710","00:21:31,726","00:21:34,041"
815,79,0,neutral,neutral,No that’s all right. Don’t worry about it.,ジョーイごめんね 気にするな,6,18,Joey,"00:16:23,733","00:16:28,404","00:16:24,127","00:16:28,361"
816,79,1,disgust,negative,Oh but look! That’s gonna leave a stain!,でもシミが残っちゃうわ,6,18,Rachel,"00:16:28,571","00:16:31,073","00:16:28,465","00:16:31,197"
817,79,2,joy,positive,Rach! Hey! It’s fine! You’re at Joey’s!,平気さここはジョーイんちだ,6,18,Joey,"00:16:31,240","00:16:35,286","00:16:31,303","00:16:34,490"
819,79,4,neutral,neutral,Yeah! Look!,見てろ,6,18,Joey,"00:16:36,978","00:16:38,414","00:16:36,597","00:16:37,579"
820,79,5,disgust,negative,I’ve never lived like this before.,こんなの初めて,6,18,Rachel,"00:16:43,753","00:16:44,653","00:16:43,772","00:16:45,461"
821,79,6,neutral,neutral,I know.,だろ,6,18,Joey,"00:16:45,033","00:16:47,298","00:16:45,565","00:16:46,588"
822,79,7,neutral,neutral,"All right, don’t waste it, I mean its still food.",食い物を粗末にするな,6,18,Joey,"00:16:50,927","00:16:53,804","00:16:50,529","00:16:53,552"
823,80,0,neutral,neutral,"Hey Joey, is this the bed where Olivia lost her virginity?",オリビアの処女喪失ベッド?,9,19,Rachel,"00:03:52,983","00:03:55,944","00:03:52,919","00:03:55,942"
824,80,1,joy,positive,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",エキストラのコは失った お目付役に来てくれてありがと,9,19,Joey,"00:03:56,153","00:04:02,492","00:03:56,172","00:04:02,239"
825,80,2,surprise,positive,"Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",あなたの頼みならいつでも クリスチャンサンダース?ステキ!,9,19,Rachel,"00:04:02,701","00:04:11,209","00:04:02,346","00:04:10,330"
826,80,3,neutral,neutral,Also so,それにゲイだ,9,19,Joey,"00:04:11,418","00:04:14,087","00:04:11,520","00:04:13,419"
